,company,job title,location,job description,salary estimate,company_size,company_type,company_sector,company_industry,company_founded,company_revenue
68,"Nagarro SE
4.1",Senior Data Science,Trabajo desde casa,"Full-time
Service Region: Mexico
Company Description
We are a Digital Product Engineering company that is scaling in a big way! We build products, services, and experiences that inspire, excite, and delight. We work at scale — across all devices and digital mediums, and our people exist everywhere in the world (15000+ experts across 26 countries, to be exact). Our work culture is dynamic and non-hierarchical. We are looking for great new colleagues. That is where you come in!
Job Description
Must have Skills : Python (Strong), Django, React (Strong), Optimization,Gurobi, Job Description : Hi Team, We are looking for Data Engineer/Scientist for Mexico Location. JD of Data Scientist We are looking for an experienced candidate have good hands-on experience in a Python Developer/Data scientist role. - Candidate will be required to work on support and development of product. - Perform data analysis on large scale data sets. Working experience and knowledge in optimization is must. - Develop optimization and/or statistical models and collaborate with stakeholders to deploy them to solve problems. - Engage broadly with business to frame, structure and prioritize business requirements into practical analytical solutions. - Communicate insights and recommend areas for improvements to stakeholders to drive impactful business results. - Supply chain optimization and Gurobi Optimize - Analyse large amounts of information to discover trends and patterns. - Identify valuable data sources and automate collection processes. - Collaborate with engineering and product development teams -Proven experience as a Data Scientist or Data Analyst -Analytical mindset and business acumen - Problem-solving aptitude -Excellent communication and presentation skills Must Have skills. Gruoby and Optimization, Python, Pandas, Scikit Learn, SQL, NoSQL.
Mostrar menos
Reportar",#N/A,Más de 10 000 empleados,Empresa - pública,Tecnologías de la información,Soporte informático,1996,De $100 a $500 millones (USD)
69,"Scalepex
5.0",Data Analyst,Ciudad de México,"Scalepex has teamed up with a Fortune 50 firm looking to build their development team in Mexico. We operate in an environment undergoing immense and rapid change. Big-data and digital technologies are driving business transformation that is unlocking new capabilities and business innovations in areas like eCommerce, mobile experiences and IoT. The key to winning in these areas is being able to leverage enterprise data foundations built on our global business scale to enable business insights, advanced analytics, and new product development. The Data Management and Operations team is tasked with the responsibility of developing quality data collection processes, maintaining the integrity of our data foundations, and enabling business leaders and data scientists across the company to have rapid access to the data they need for decision-making and innovation.
Job Description
Perform data maintenance in SAP Master Data Governance (MDG) and ensure high data quality according to global norms/standards.
Manage job entry of data configuration requests from enterprise requesters and initiators, ensuring successful completion of workflow requests and approvals in MDG.
Responsible for bulk data loads, including creation of the upload format, data preparation, load program design, testing and verification of results in collaboration with the business.
Perform root cause analysis and see connections between data and processes.
Requirements
2+ years of experience with SAP Enterprise
Experience with MDG/S4 HANA is a great bonus
Basic knowledge of formal data governance practices and ability to perform root cause analysis and see connections between data and processes.
Advanced English
Experience with data governance
Availability to work on weekends
Candidate must be living in Mexico City
We look forward to reviewing your application and welcoming you to our dynamic and collaborative team.
Job Type: Full-time
Pay: $27,700.00 per month
Work Location: In person
Mostrar menos
Reportar","$27,700 /mes (est.)",No se sabe,Empresa - pública,Recursos humanos,Consultoría en recursos humanos,#N/A,Desconocido/no corresponde
70,Working-Mexico-Headhunter,Data Scientist,Ciudad de México,"Resumen de la vacante
Salario: Sueldo entre $60,000 a $110,000 brutos (según experiencia) + Prestaciones Superiores
Localidad: CDMX
Duración: Tiempo Completo
Descripción
Buscamos Data Scientist para empresa de tecnología con operaciones a nivel mundial para trabajar Home Office.

ACTIVIDADES
Extracción de datos de múltiples fuentes.
Utilizar herramientas de machine learning para organizar data, procesar, limpiar y validar los datos.
Analizar los datos en busca de información y patrones.
Desarrollar sistemas de predicción.
Construir modelos, presentar los datos de manera clara, proponer soluciones y estrategias.
Recopilar preprocesar y analizar datos
Presentar información utilizando técnicas de visualización de datos.
Creación e implementación de algoritmos de Machine Learning, Advanced Analytics y Data Visualization.

Requisitos
REQUISITOS
+ 3 años de experiencia trabajando en posiciones como Científico de Datos o Data Scientist en el sector bancario.
Conocimientos en: SAS, SQL, R, Python, machine learning models, credit risk.
INGLÉS: Avanzado o Nativo.

CONOCIMIENTOS TÉCNICOS
R
SQL
Python
SAS
Power Bi
Comprensión general de machine learning en la industria financiera

HABILIDADES
Modelling skills
Programación.
Organización.
Análisis de datos.
Resolución de problemas.
Habilidades analíticas.
Excelentes habilidades de comunicación verbal y escrita en inglés.
Capacidad para comprender las diferencias interculturales y pueda trabajar con clientes de todo el mundo.

CARRERAS
Licenciatura / maestría en matemáticas, economía, informática, Ingeniería, Data Science, Machine Learning, Estadísticas o áreas analíticas relacionadas.
Oferta
Sueldo entre $60,000 a $110,000 brutos (según experiencia) + Prestaciones Superiores
Mostrar menos
Reportar","$85,000 /año (est.)",De 1 a 50 empleados,Empresa - privada,#N/A,#N/A,#N/A,Desconocido/no corresponde
71,"HP
4.2",Marketing Data Scientist,Guadalajara,"Applies intermediate level of subject matter knowledge to solve a variety of common business issues. Works on problems of moderately complex scope. Acts as an informed team member providing analysis of information and limited project direction input. Exercises independent judgment within defined practices and procedures to determine appropriate action. Follows established guidelines and interprets policies. Evaluates unique circumstances and makes recommendations.
Responsibilities
Mines data using modern tools and programming languages.
Defines and implements models to uncover patterns and predictions creating business value and innovation.
Works with project team to understand problem statements, initiates and direction.
Tells stories with the data using visualization tools/methods to demonstrate insight impact.
Assures accuracy, integrity, and compliance of cleansed data.
Maintains proficiency within the data science domain by keeping up with technology and trend shifts.
Collaborates and communicates with project team regarding project progress and issue resolution and suggests changes or improvements.
Knowledge & Skills
Using statistics, mathematics, algorithms and programming languages.
Ability to apply analytical and problem-solving skills.
Understanding of disparate unstructured and structured data in a distributed environment.
Solid grasp of structured and unstructured data and modern data transformation methodologies
Ability to create models to pull valuable insights from data.
Create stories and visualizations to describe and communicate data insights.
Strong analytical and problem-solving skills.
Creative.
Excellent written and verbal communication skills; mastery in English and local language.
Ability to effectively communicate data insights negotiate options.
Scope & Impact
Collaborates with peers, junior engineers, data scientists and project team.
Typically partners with high-level Individual Contributors and Managers.
Supports projects requiring data engineering solutions expertise.
Education & Experience
Bachelor's or Master's degree in Mathematics, Economics, Physics, Computer Science, or equivalent.
Typically 2-4 years’ experience including graduate or postgraduate research.

About HP

You’re out to reimagine and reinvent what’s possible—in your career as well as the world around you.
So are we. We love taking on tough challenges, disrupting the status quo, and creating what’s next. We’re in search of talented people who are inspired by big challenges, driven to learn and grow, and dedicated to making a meaningful difference.

HP is a technology company that operates in more than 170 countries around the world united in creating technology that makes life better for everyone, everywhere.

Our history: HP’s commitment to diversity, equity and inclusion – it's just who we are.
From the boardroom to factory floor, we create a culture where everyone is respected and where people can be themselves, while being a part of something bigger than themselves. We celebrate the notion that you can belong at HP and bring your authentic self to work each and every day. When you do that, you’re more innovative and that helps grow our bottom line. Come to HP and thrive!
Mostrar menos
Reportar",#N/A,Más de 10 000 empleados,Empresa - pública,Tecnologías de la información,Desarrollo de equipos informáticos,1939,Desconocido/no corresponde
72,"Taltere SA de CV
4.5",Data Scientist,Puerto Vallarta,"Grupo líder de resorts y clubes de vacaciones, busca tu talento como:
Data Scientist
Grado académico: Titulado o Pasante de Lic. En Informática o afín.
Experiencia indispensable: +3 años como Data Scientist, SQL, kits de herramientas comunes de ciencias de datos y herramientas de gestión de datos.
Ubicación: Puerto Vallarta.
Nivel de inglés: Intermedio.
Esquema de trabajo: Presencial.
Prestaciones: De ley más comedor subsidiado, premio por asistencia, seguro de vida colectivo, vales de despensa, fondo de ahorro, apoyo para cambio de residencia.
Mostrar menos
Reportar",#N/A,No se sabe,Empresa - privada,#N/A,#N/A,#N/A,Desconocido/no corresponde
73,"Fusemachines
3.3",Sr. Machine Learning Engineer (Apple Silicon),Trabajo desde casa,"About Fusemachines
Fusemachines is a leading AI strategy, talent, and education services provider. Founded by Sameer Maskey Ph.D., Adjunct Associate Professor at Columbia University, Fusemachines has a core mission of democratizing AI. With a presence in 4 countries (Nepal, the United States, Canada, and the Dominican Republic and more than 350+ full-time employees) Fusemachines seeks to bring its global expertise in AI to transform companies around the world.
About the role
This is remote, minimum 6 months project - subject to renewal based on performance
As a machine learning engineer and expert focused on Apple silicon, you will play a pivotal role in designing, implementing, and optimizing machine learning models and algorithms to harness the full potential of Apple's silicon such as M2 and R1. You will be implementing and applying advanced computer vision and 3D reconstruction models.
Role scope
Research, design, and develop machine learning algorithms for computer vision, taking advantage of the unique capabilities of Apple silicon.
Collaborate with machine learning engineers and to optimize and fine-tune machine learning models for efficient execution on Apple silicon architecture.
Develop and maintain end-to-end pipelines for data collection, preprocessing, training, and deployment of machine learning models.
Explore and implement innovative techniques in deep learning, neural networks, and optimization to enhance the performance of computer vision and 3D reconstruction algorithms.
Stay up-to-date with the latest advancements in machine learning, computer vision, and Apple Silicon technologies, and apply this knowledge to drive continuous improvement.
Requirements for the role
Applicants should have a Masters, PhD, or advanced training in applied mathematics, engineering, computer science, or a similar related field.
8+ years experience in Data Scientist or Machine learning.
Strong programming skills in languages such as Python, Swift, C, and C++.
Hands-on experience with ML frameworks, such as PyTorch, or Tensorflow
Experience with cloud compute environments such as AWS, GCP, Azure
Proven track record of designing and implementing machine learning algorithms for computer vision and 3D reconstruction applications.
Solid understanding of computer vision concepts, 3D geometry, and image processing techniques.
Familiar with visionOS
Extensive experience in optimizing machine learning models for specialized hardware architectures, particularly Apple silicon.
Strong problem-solving skills and attention to detail.
Excellent communication skills both written and verbal.
Equal Opportunity Employer: Race, Color, Religion, Sex, Sexual Orientation, Gender Identity, National Origin, Age, Genetic Information, Disability, Protected Veteran Status, or any other legally protected group status.
7dbfoHdKlR
Mostrar menos
Reportar",#N/A,De 51 a 200 empleados,Empresa - privada,Tecnologías de la información,Internet y Servicios web,#N/A,De $25 a $100 millones (USD)
74,"Manpower Mexico
4.2",Machine Learning SR,México,"Importante empresa del sector bancario está en la búsqueda de talento para la de vacante de ""Machine Learning SR""

Como Data Scientist ML, brindarás soluciones a través de modelos predictivos a varias áreas del banco.

Requisitos

Licenciatura en matemáticas, actuaria, física, estadística, ingeniería o equivalente; Maestría (deseable)
3 años de experiencia y habilidades de liderazgo
Inglés avanzado
3 años de experiencia desarrollando e implementando modelos de Machine Learning y estadística clásica: Regresión lineal, regresión logística, árboles de clasificación, etc.
Nivel avanzado de lenguajes de programación y software de modelado como R, Python, Spark, SAS, SQL, ML-OPS
Habilidades de negociación, liderazgo y comunicación (visualización de datos)

Responsabilidades

Diseño, planificación y dirección de modelos de aprendizaje automático para productos crediticios y no crediticios, segmentos, etc.
Depuración de datos
Modelado (aprendizaje automático y modelos estadísticos)
Documentación de modelos
Validación de modelos
Delegar y supervisar tareas como Gestión y análisis de bases de datos

Prestaciones y Beneficios

Prestaciones superiores a la Ley
Seguro de Gastos Médicos Mayores
GYMpass
Fondo de ahorro
Servicio de comedor
Aguinaldo acorde a fecha de ingreso
Vacaciones desde el primer aniversario acorde a la fecha de ingreso

Sueldo:
$60,000 MXN - $70,000 MXN Mensual


Categoría:
Tecnologías de la Información - Sistemas


Subcategoría:
Científico de datos


Localidad:
México-Ciudad de México-Azcapotzalco


Sector:
Servicios


Giro:
Servicios de Outsourcing, Head Hunter y Consultoría en R.H. (Servicios)


Tipo de contratación:
Tiempo completo - Permanente


Número de oferta:
17329052
Mostrar menos
Reportar","$65,000 /mes (est.)",Más de 10 000 empleados,Filial o segmento de negocio,Recursos humanos,Consultoría en recursos humanos,1948,Más de $10 000 millones (USD)
75,"McKinsey & Company
4.4",Business Analyst Intern - Mexico,Ciudad de México,"Who You'll Work With
You will join one of our offices based in Mexico City or Monterrey for 10-12 months. When you join McKinsey as a Business Analyst Intern, you are joining a firm that will challenge you and invest in your professional development part time, while you are still in school.
In this role you will work on the best teams to help the best organizations in the world – in private, public, and social sectors – to solve their most difficult problems. You will also work with many experts, from data scientists and researchers to software and app designers. If you are interested in joining a specific practice, please indicate this in your office/practice preference (combinations are possible). To learn more about how we help our clients and where you fit in, visit our careers site.
What You'll Do
You’ll work in teams of typically 3 – 5 consultants, playing an active role in all aspects of the client engagement.
This includes gathering and analyzing information, formulating and testing hypotheses, and developing as well as communicating recommendations. You’ll also have the opportunity to present results to client management and implement recommendations in collaboration with client team members. You’ll gain new skills and build on the strengths you bring to the firm, and will also receive exceptional training as well as frequent coaching and mentoring from colleagues on your team. This support includes introductory training as well as a partner from your local office or practice assigned to you, to help guide you throughout your internship.
You will also work at the client site with your McKinsey colleagues and with the client team, owning a distinct piece of the project. Some examples of your responsibilities may also include interviewing clients, leading client teams, building financial models, creating and delivering presentations, and working with McKinsey subject experts to develop perspectives and insights for the client.
When you join McKinsey, you are joining a firm whose culture is distinctive and inclusive. We will accelerate your development as a leader to create positive, enduring change in the world.
You will work as a Business Analyst intern for ~10 to 12 months, and at the end of the internship, you may receive an offer to join us as a full-time Business Analyst after completion of your degree, as long as the firm expectations are met.
Qualifications
In your junior year of an undergraduate degree; expected graduation date of December 2024 or June 2025.
Strong commitment to excellence and personal and professional growth
Demonstrated outstanding academic performance and an aptitude for analytics
Strong record of initiative-taking and leadership in a work setting and/or extracurricular activities
Resourceful, intellectually curious, empathetic, poised, high energy and mature Genuine interest in business and find problem solving exhilarating
Ability to communicate complex ideas effectively – both verbally and in writing – in English and the local office language(s)
Mostrar menos
Reportar",#N/A,De 1001 a 5000 empleados,Empresa - privada,Administración y consultoría,Consultorías empresariales,2009,Desconocido/no corresponde
76,"PwC
3.9",Products & Tech - Data Science Senior Associate,Ciudad de México,"Line of Service
Advisory
Industry/Sector
Specialism
Advisory - Other
Management Level
Senior Associate
Job Description & Summary
A career in Products and Technology is an opportunity to bring PwC's strategy to life by driving products and technology into everything we deliver. Our clients expect us to bring the right people and the right technology to solve their biggest problems; Products and Technology is here to help PwC meet that challenge and accelerate the growth of our business. We have skilled technologists, data scientists, product managers and business strategists who are using technology to accelerate change.

Our team designs, develops and programs the methods, processes, and systems that are used to collect all forms of data and develop models that serve predictions to applications, automated process flows, and stakeholders. A Data Scientist collects domain context from stakeholders, defines hypothesis and prediction tasks, identifies and creates supporting data sources, conducts experiments with various algorithms to model prediction tasks, undertakes validation and tests of models to improve performance, produces pipelines that can be used to automate training and predictions with unseen or production data, identifies meaningful insights from data sources, and contextualizes model outputs to communicate with stakeholders (product owners, process managers, and end consumers).
To really stand out and make us fit for the future in a constantly changing world, each and every one of us at PwC needs to be a purpose-led and values-driven leader at every level. To help us achieve this we have the PwC Professional; our global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.
As a Senior Associate, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:
Use feedback and reflection to develop self awareness, personal strengths and address development areas.
Delegate to others to provide stretch opportunities, coaching them to deliver results.
Demonstrate critical thinking and the ability to bring order to unstructured problems.
Use a broad range of tools and techniques to extract insights from current industry or sector trends.
Review your work and that of others for quality, accuracy and relevance.
Know how and when to use tools available for a given situation and can explain the reasons for this choice.
Seek and embrace opportunities which give exposure to different situations, environments and perspectives.
Use straightforward communication, in a structured way, when influencing and connecting with others.
Able to read situations and modify behavior to build quality relationships.
Uphold the firm's code of ethics and business conduct.
Minimum Degree Required :
Bachelor Degree
Minimum Years of Experience :
3 year(s)

Preferred Qualifications :

Preferred Knowledge/Skills :
Demonstrates thorough abilities and/or a proven record of success as a team leader:
Programming experience with Python;
Understanding of data science concepts and principles;
Understanding of common machine learning libraries, including scikit-learn, pandas, numpy, scipy, NLTK, and PyTorch;
Working with a wide range of supervised and unsupervised machine learning algorithms, including regression, classification, clustering, anomaly detection, time series analysis, forecasting, dimensionality reduction, etc.;
Working with Predictive modeling;
Understanding of Natural Language Processing concepts and large language models, including SPACY, embeddings, transfer learning, transformers, and learning models for NLP;
Understanding of mathematical, statistical, and probabilistic frameworks underlying machine learning algorithms;
Building and fine-tuning machine learning solutions and leveraging specific machine learning architectures (e.g. neural networks, RNNs, CNNs, BERT, etc.);
Possessing the ability to quickly learn, understand and work with new emerging technologies, methodologies, and solutions in the Cloud/IT technology space; and,
Building graph databases like Neo4j or equivalent. Understanding of graph theory (directed/undirected graphs and various analytical models on graph, such as community detection, entropy measures, etc.) for creating insights into graph modeled data.
Education (if blank, degree and/or field of study not specified)
Degrees/Field of Study required:
Degrees/Field of Study preferred:
Certifications (if blank, certifications not specified)
Required Skills
Optional Skills
Desired Languages (If blank, desired languages not specified)
Travel Requirements
Up to 20%
Available for Work Visa Sponsorship?
No
Government Clearance Required?
No
Job Posting End Date
Mostrar menos
Reportar",#N/A,De 1001 a 5000 empleados,Empresa - privada,Finanzas,Contabilidad e impuestos,1998,De $100 a $500 millones (USD)
77,"C3 AI
3.8",Applied Data Scientist - Ex Machina,Guadalajara,"C3.ai, Inc. (NYSE:AI) is a leading provider of Enterprise AI software for accelerating digital transformation. The proven C3 AI Platform provides comprehensive services to build enterprise-scale AI applications more efficiently and cost-effectively than alternative approaches. The core of the C3 AI offering is an open, data-driven AI architecture that dramatically simplifies data science and application development. Learn more at: C3 AI
C3 AI is looking for Applied Data Scientists (ADS) located onsite at our office in Guadalajara, Mexico. ADS at C3 AI help customers implement AI/ML projects using C3 AI Ex Machina. Ex Machina is a low-code analytics platform that enables users to quickly develop analytics pipelines and train machine learning models at scale. As an ADS you will coach customers on their analytics journey and help deliver data science and machine learning solutions. Candidates require a combination of technical expertise in advanced analytics, as well as strong communication skills to effectively guide customer data science initiatives. Successful candidates will typically have experience in using enterprise software, consulting or implementing data science projects.
Responsibilities:
Build and maintain expertise on Ex Machina and drive the global adoption of Ex Machina
Collaborate closely with the Ex Machina product team to help resolve bugs, drive continuous product improvement, and communicate customer feedback and needs
Deliver data science and machine learning solutions across customers
Facilitate customer workshops to identify Ex Machina use cases that drive business value, and translate those use cases into technical requirements
Help create customer success materials (such as job aids, templates, learning materials, etc.)
Help customers scope their data science initiatives and implement their projects
Work with customers to build trusted advisor relationships
Qualifications:
Analytics
Bachelor of Science in Mathematics, Statistics, Engineering, or data-driven technical fields. Masters strongly preferred
Excellent analytical, creative problem-solving skills
Experience using analytics products such as Alteryx, SPSS, Snowflake, Tableau, Qlik, etc.
Exposure to big data (Spark…) and cloud-based technologies (AWS, Databricks…) commonly used in data science operations
Knowledge of programming languages such as Python, R, and SQL
Strong data manipulation and visualization skills
Strong understanding of machine learning, data science, and advanced analytics
Consulting
2+ years of experience in technical project management or technical consulting, preferably with demonstrating software products and hosting technical deep dives
Ability to work independently and as a team player
Excellent written and oral communication skills
Experience managing technical projects, defining goals, creating project plans, tracking progress, and presenting results
Strong business acumen and the ability to translate technical insights into business value
Superior organizational and time management skills with high attention to detail
C3 AI provides a competitive compensation package and excellent benefits.
C3 AI is proud to be an Equal Opportunity and Affirmative Action Employer. We do not discriminate on the basis of any legally protected characteristics, including disabled and veteran status.
Mostrar menos
Reportar",#N/A,De 501 a 1000 empleados,Empresa - pública,Tecnologías de la información,Software empresarial y soluciones de red,2009,Desconocido/no corresponde
78,"DataArt
4.6",Data Engineer,Monterrey,"Monterrey
Montevideo
Remote.Brazil
Remote.Colombia
Remote.LATAM
Small team (1-10 people)
Project overview
The Advanced Analytics management team is a transformational team whose objective is to generate measurable value that lasts over time across all areas of the company. To achieve this, custom data products are created based on analytical models, mostly from ML but being able to use a broader spectrum of techniques; either by delivering new analytical capabilities to the areas we work with or by directly interacting with their systems.

The development of the products and the associated change management is carried out using Agile methodologies (development) that incorporate the scientific method and LEAN tools (change management). To ensure the correct execution of our products, we work with an MLOps environment.
Position overview
The role of the Data Engineer is essential for our client's Advanced Analytics team. It is them who allow us to feed our Data Products with data at different stages of the life cycle of their construction. It can be from an ungoverned source, so there is no certainty will be sufficient to generate the desired analytics value, or fully governed sources that already belong to the company's Data Lake. The intake to the Data Products can be in batches or streamed in. This is a role with great technical responsibility! You should feel comfortable working in a terminal shell in order to implement a scalable, usable, functional and decoupled solution. You will need to work closely with Data Scientists and ML Engineers to automate the various tasks in robust and resilient data pipelines. Data Engineers are essentially creators, their natural habitat is data, and that is where they perform to their limit, always working as a team, with a great collaborative spirit.
Responsibilities
Collection of large volumes and varied data sets
Work directly with the team of Data Scientists and ML Engineers creating data pipelines robust and resilient that allow feeding the Data Products
Collection of interactions with real ML models for their subsequent retraining
Collaborate in the design, implementation, and production of the necessary parts for the ingestion of data into our Data Lake
Promote a technical culture promoting data products with MLOps best practices
Work directly with the team that supports the operation of the Data Products, to generate innovative ideas and solutions that improve their production processes
Define data models that unite disparate data across the organization
Design, implement, and maintain ETL pipelines
Design, develop, and continuously test solutions based on the data
Requirements
At least 2 years of experience in work environments as a Software Engineer or Data Engineer
Solid experience with Python
Experience working in UNIX environments
Excellent analytical skills related to working with unstructured data sets, and advanced knowledge of SQL, including query optimization
Strong understanding of data structures
Experience using CI/CD pipelines
Experience working with Docker
Passion in data processing problems
Experience in distributed processing using cloud services
Understanding of the complete lifecycle of Machine Learning models
Advanced oral and written English
Experience in the construction and optimization of data pipelines, message queues, and big architectures and highly scalable data
Experience testing data pipelines
Excellent communication skills and collaborative work experience
Nice to have
Terraform experience
Experience in building scalable APIs
Experience configuring and optimizing CI/CD pipelines
Stream processing experience
Experience with GCP, especially the machine and data processing suite of services learning
Ability to visualize possible improvements, problems, and solutions for architectures

We offer
Vacation
As per the laws of your country. We do ask you to take a proper rest
Health insurance
We help you to take out an insurance policy for you and your loved ones
Sick pay
10 days without a doctor's note, afterwards - as per the laws of your country
EQUAL OPPORTUNITIES
Time off for state holidays
According to the official calendar, regardless of the client’s schedule
Pleasant environment
Two large corporate parties and many small get-togethers for colleagues
Comfort service
Solving technical and everyday problems at work
Mostrar menos
Reportar",#N/A,De 5001 a 10 000 empleados,Empresa - privada,Tecnologías de la información,Soporte informático,1997,De $100 a $500 millones (USD)
79,"ICON
3.7",Medical Data Reviewer,Ciudad de México,"ICON plc is a world-leading healthcare intelligence and clinical research organisation. From molecule to medicine, we advance clinical research providing outsourced services to pharmaceutical, biotechnology, medical device and government and public health organisations.
With our patients at the centre of all that we do, we help to accelerate the development of drugs and devices that save lives and improve quality of life.
Our people are our greatest strength, are at the core of our culture, and the driving force behind our success. ICON people have a mission to succeed and a passion that ensures what we do, we do well.
Job Overview:

The Medical Data Reviewer (MDR), in close cooperation with the Medical Director (MD), sets up and coordinates the medical data review process, assists with medical data review and manages medical queries. The MDR role requires a close collaboration with various members of the Biometrics team, most frequently but not limited to the Data Coordinator & Lead Data Manager and Clinical Data Scientist. Specifically, the MDR reviews medical data for consistency and medical plausibility and ensures that the data is comprehensive from a medical point of view across different studies and projects.
Responsibilities:
The role:
Prepares listings with medical data (vital signs, lab data, medical history, concomitant medication, etc.) for medical review for plausibility and consistency.
Under close supervision, coordinates and drafts the Medical Data Review Plan (MDRP) according to PRA standards, contract and client expectations (AWARD report / Proposal). Assures MDRP consistency with other project plans i.e. Data Management Plan (DMP), Edit Check Plan, Data Transfer Plan (DTP)), contracted scope of work, and PRA SOPs and procedures
Under close supervision, coordinates project-specific tasks such as review of the electronic Case Report Form (eCRF), and CRF Completion Guidelines (CCG).
Manages queries and Data Clarification Forms (DCF) in cooperation with PRA MD, Sponsor and other departments.
Participates in or attends internal and client Kick-Off meetings, as needed.
Reviews the protocol together with the PRA MD to determine which Standard Objects listings will be appropriate for medical review and decides whether any customized listings are needed per study specific requirements.
Reviews and approves all test outputs of listings in collaboration with the MD and Biometrics team.
Plans and coordinates together with MD the medical review cycles and runs standard/customized listings as needed according to timeline.
Ensures a structured medical query management
Raises and responds to medical queries following through until query resolution.
Reviews and responds to Quality Control (QC) findings, as needed
Supports business development activities by providing input into feasibility activities related to medical data review
Qualifications:
You will need:

A Minimum of 2 years of experience of relevant clinical Trials industry experience
Degree in Health (E.g., Nurse, Pharmacist)
Basic knowledge of medical terminology and coding systems
Advanced English for Reading, Writing and Speaking
Excellent written and verbal communication
Advanced Office Pack
Experience working within a CRO / Pharma is highly preferred
Knowledge of ICH guidelines

Note: Hybrid Position: 2 days at home, 3 days at the office

Benefits of Working in ICON:
Our success depends on the knowledge, capabilities and quality of our people. That’s why we are committed to developing our employees in a continuous learning culture – one where we challenge you with engaging work and where every experience adds to your professional development.

At ICON, our focus is to provide you with a comprehensive and competitive total reward package that comprises, not only an excellent level of base pay, but also a wide range of variable pay and recognition programs. In addition, our best in class employee benefits, supportive policies and wellbeing initiatives are tailored to support you and your family at all stages of your career - both now, and into the future.

ICON, including subsidiaries, is an equal opportunity and inclusive employer and is committed to providing a workplace free of discrimination and harassment. All qualified applicants will receive equal consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.

If, because of a medical condition or disability, you need a reasonable accommodation for any part of the application process, or in order to perform the essential functions of a position, please let us know through the form below.
#LI-MN1
Mostrar menos
Reportar",#N/A,Más de 10 000 empleados,Empresa - pública,Farmacéutica y biotecnología,Biotecnología e industria farmacéutica,1990,De $1000 a $5000 millones (USD)
